MeSH_Compound:D013015	-drug_participates_in_pathway->	Reactome_Pathway:R-HSA-390696
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:Q99708	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:P51965	located_in	cellular_component:0005654
UniProt:O95503	located_in	cellular_component:0005654
UniProt:O95503	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:P49642	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q6WBX8	located_in	cellular_component:0005654
UniProt:Q9NPD8	located_in	cellular_component:0005654
UniProt:Q9NPD8	located_in	cellular_component:0005654
UniProt:Q9NPD8	located_in	cellular_component:0005654
UniProt:Q9NPD8	located_in	cellular_component:0005654
UniProt:Q9NPD8	located_in	cellular_component:0005654
UniProt:Q9NPD8	located_in	cellular_component:0005654
UniProt:Q8NDV1	located_in	cellular_component:0005654
UniProt:O43709	located_in	cellular_component:0005654
UniProt:O43709	located_in	cellular_component:0005654
UniProt:O43709	located_in	cellular_component:0005654
UniProt:Q9Y2P8	located_in	cellular_component:0005654
UniProt:Q9Y2P8	located_in	cellular_component:0005654
UniProt:Q9Y2P8	located_in	cellular_component:0005654
UniProt:Q9Y2P8	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:O14818	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:Q12962	located_in	cellular_component:0005654
UniProt:O15111	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:P51608	located_in	cellular_component:0005654
UniProt:Q96AY2	located_in	cellular_component:0005654
UniProt:Q96AY2	located_in	cellular_component:0005654
UniProt:Q96AY2	located_in	cellular_component:0005654
UniProt:Q96AY2	located_in	cellular_component:0005654
UniProt:Q96AY2	located_in	cellular_component:0005654
UniProt:Q96AY2	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:P83876	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q13133	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q92754	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q16594	located_in	cellular_component:0005654
UniProt:Q9UNY5	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q5SXM2	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q8IX12	located_in	cellular_component:0005654
UniProt:Q96K83	located_in	cellular_component:0005654
UniProt:Q96BT7	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q8WU68	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q08945	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q14103	located_in	cellular_component:0005654
UniProt:Q99575	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:Q92759	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:P10275	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:O43390	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:Q9BSD3	located_in	cellular_component:0005654
UniProt:P08183	located_in	cellular_component:0005654
UniProt:Q96GX5	located_in	cellular_component:0005654
UniProt:Q96GX5	located_in	cellular_component:0005654
UniProt:Q96GX5	located_in	cellular_component:0005654
UniProt:Q07869	located_in	cellular_component:0005654
UniProt:Q07869	located_in	cellular_component:0005654
UniProt:Q07869	located_in	cellular_component:0005654
UniProt:Q07869	located_in	cellular_component:0005654
UniProt:Q07869	located_in	cellular_component:0005654
UniProt:Q07869	located_in	cellular_component:0005654
UniProt:Q07869	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q16512	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:Q9UNP9	located_in	cellular_component:0005654
UniProt:O75319	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:P35250	located_in	cellular_component:0005654
UniProt:Q9P1Y6	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:P23193	located_in	cellular_component:0005654
UniProt:Q12983	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:P14859	located_in	cellular_component:0005654
UniProt:Q9Y6X8	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q96AP0	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q9BXW9	located_in	cellular_component:0005654
UniProt:Q14188	located_in	cellular_component:0005654
UniProt:Q14188	located_in	cellular_component:0005654
